연대,단어,품사,언어,빈도수
2000s,반듯하다,ko_adj,ko,2
2000s,서툴다,ko_adj,ko,26
2000s,굳다,ko_adj,ko,21
2000s,나쁘다,ko_adj,ko,83
2000s,노랗다,ko_adj,ko,18
2000s,후련하다,ko_adj,ko,5
2000s,완벽하다,ko_adj,ko,13
2000s,똑같다,ko_adj,ko,56
2000s,싫증나다,ko_adj,ko,1
2000s,삼삼하다,ko_adj,ko,1
2000s,끝내주다,ko_adj,ko,3
2000s,지겹다,ko_adj,ko,31
2000s,아리송하다,ko_adj,ko,1
2000s,앙큼하다,ko_adj,ko,1
2000s,미묘하다,ko_adj,ko,1
2000s,큼지막하다,ko_adj,ko,1
2000s,밉다,ko_adj,ko,29
2000s,중요하다,ko_adj,ko,19
2000s,단련하다,ko_adj,ko,1
2000s,새롭다,ko_adj,ko,58
2000s,불타다,ko_adj,ko,11
2000s,무책임하다,ko_adj,ko,2
2000s,처량하다,ko_adj,ko,1
2000s,분명하다,ko_adj,ko,10
2000s,힘차다,ko_adj,ko,4
2000s,충실하다,ko_adj,ko,2
2000s,편안하다,ko_adj,ko,23
2000s,까맣다,ko_adj,ko,25
2000s,무섭다,ko_adj,ko,17
2000s,말르다,ko_adj,ko,22
2000s,평화롭다,ko_adj,ko,2
2000s,이상하다,ko_adj,ko,22
2000s,상관없다,ko_adj,ko,46
2000s,여전하다,ko_adj,ko,36
2000s,자랑스럽다,ko_adj,ko,6
2000s,덥다,ko_adj,ko,11
2000s,수줍다,ko_adj,ko,33
2000s,짜릿하다,ko_adj,ko,7
2000s,심하다,ko_adj,ko,7
2000s,강하다,ko_adj,ko,18
2000s,스럽다,ko_adj,ko,7
2000s,이쁘다,ko_adj,ko,12
2000s,후회되다,ko_adj,ko,7
2000s,불쌍하다,ko_adj,ko,5
2000s,드물다,ko_adj,ko,1
2000s,원망하다,ko_adj,ko,22
2000s,착하다,ko_adj,ko,38
2000s,잘나다,ko_adj,ko,28
2000s,완전하다,ko_adj,ko,17
2000s,쑥스럽다,ko_adj,ko,3
2000s,진정하다,ko_adj,ko,4
2000s,수많다,ko_adj,ko,45
2000s,그만하다,ko_adj,ko,14
2000s,숨막히다,ko_adj,ko,12
2000s,건강하다,ko_adj,ko,2
2000s,부드럽다,ko_adj,ko,31
2000s,아찔하다,ko_adj,ko,3
2000s,부담스럽다,ko_adj,ko,6
2000s,짧다,ko_adj,ko,52
2000s,휩쓸다,ko_adj,ko,2
2000s,역다,ko_adj,ko,1
2000s,기대하다,ko_adj,ko,11
2000s,무모하다,ko_adj,ko,2
2000s,거대하다,ko_adj,ko,1
2000s,더하다,ko_adj,ko,21
2000s,연하다,ko_adj,ko,1
2000s,옳다,ko_adj,ko,7
2000s,초라하다,ko_adj,ko,32
2000s,여리다,ko_adj,ko,16
2000s,허전하다,ko_adj,ko,8
2000s,환하다,ko_adj,ko,33
2000s,쓸쓸하다,ko_adj,ko,17
2000s,방심하다,ko_adj,ko,1
2000s,빠르다,ko_adj,ko,23
2000s,젊다,ko_adj,ko,10
2000s,고요하다,ko_adj,ko,1
2000s,공허하다,ko_adj,ko,4
2000s,어리석다,ko_adj,ko,10
2000s,붉다,ko_adj,ko,32
2000s,어둡다,ko_adj,ko,6
2000s,쉽다,ko_adj,ko,34
2000s,어설프다,ko_adj,ko,19
2000s,싫어하다,ko_adj,ko,10
2000s,순수하다,ko_adj,ko,19
2000s,삐뚤다,ko_adj,ko,4
2000s,서운하다,ko_adj,ko,8
2000s,너무하다,ko_adj,ko,1
2000s,야속하다,ko_adj,ko,4
2000s,소용없다,ko_adj,ko,25
2000s,기쁘다,ko_adj,ko,33
2000s,신비하다,ko_adj,ko,2
2000s,험하다,ko_adj,ko,5
2000s,흔하다,ko_adj,ko,26
2000s,무심하다,ko_adj,ko,14
2000s,한심하다,ko_adj,ko,8
2000s,익숙하다,ko_adj,ko,33
2000s,넘치다,ko_adj,ko,33
2000s,서먹하다,ko_adj,ko,2
2000s,시리다,ko_adj,ko,21
2000s,안타깝다,ko_adj,ko,6
2000s,아득하다,ko_adj,ko,6
2000s,간지럽다,ko_adj,ko,6
2000s,태연하다,ko_adj,ko,10
2000s,불과하다,ko_adj,ko,1
2000s,마지못하다,ko_adj,ko,13
2000s,느리다,ko_adj,ko,14
2000s,선명하다,ko_adj,ko,14
2000s,가엾다,ko_adj,ko,2
2000s,끝없다,ko_adj,ko,14
2000s,조용하다,ko_adj,ko,17
2000s,은은하다,ko_adj,ko,3
2000s,멀쩡하다,ko_adj,ko,8
2000s,화려하다,ko_adj,ko,11
2000s,우울하다,ko_adj,ko,9
2000s,당하다,ko_adj,ko,7
2000s,배고프다,ko_adj,ko,6
2000s,반갑다,ko_adj,ko,12
2000s,안좋다,ko_adj,ko,1
2000s,급하다,ko_adj,ko,5
2000s,유치하다,ko_adj,ko,6
2000s,충분하다,ko_adj,ko,15
2000s,헷갈리다,ko_adj,ko,3
2000s,신중하다,ko_adj,ko,1
2000s,친절하다,ko_adj,ko,2
2000s,사랑스럽다,ko_adj,ko,12
2000s,대단하다,ko_adj,ko,3
2000s,허탈하다,ko_adj,ko,4
2000s,가혹하다,ko_adj,ko,1
2000s,특별하다,ko_adj,ko,16
2000s,뻔하다,ko_adj,ko,27
2000s,순결하다,ko_adj,ko,1
2000s,포근하다,ko_adj,ko,6
2000s,끊임없다,ko_adj,ko,5
2000s,부럽다,ko_adj,ko,17
2000s,화창하다,ko_adj,ko,1
2000s,낮다,ko_adj,ko,6
2000s,진하다,ko_adj,ko,13
2000s,커다랗다,ko_adj,ko,13
2000s,자리다,ko_adj,ko,23
2000s,뒤늦다,ko_adj,ko,5
2000s,낯설다,ko_adj,ko,14
2000s,상냥하다,ko_adj,ko,2
2000s,비정하다,ko_adj,ko,2
2000s,해롭다,ko_adj,ko,4
2000s,가난하다,ko_adj,ko,10
2000s,귀엽다,ko_adj,ko,15
2000s,얄밉다,ko_adj,ko,2
2000s,저렇다,ko_adj,ko,2
2000s,드럽다,ko_adj,ko,2
2000s,비참하다,ko_adj,ko,10
2000s,값지다,ko_adj,ko,11
2000s,뭉클하다,ko_adj,ko,1
2000s,숨가쁘다,ko_adj,ko,1
2000s,얌전하다,ko_adj,ko,3
2000s,반하다,ko_adj,ko,18
2000s,애매하다,ko_adj,ko,1
2000s,친하다,ko_adj,ko,9
2000s,가깝다,ko_adj,ko,14
2000s,계시다,ko_adj,ko,5
2000s,안일하다,ko_adj,ko,1
2000s,전화하다,ko_adj,ko,19
2000s,불편하다,ko_adj,ko,3
2000s,저리다,ko_adj,ko,3
2000s,잔잔하다,ko_adj,ko,2
2000s,자상하다,ko_adj,ko,1
2000s,소홀하다,ko_adj,ko,1
2000s,서투르다,ko_adj,ko,3
2000s,약하다,ko_adj,ko,33
2000s,다행하다,ko_adj,ko,2
2000s,이다,ko_adj,ko,13
2000s,드넓다,ko_adj,ko,1
2000s,찬란하다,ko_adj,ko,12
2000s,안쓰럽다,ko_adj,ko,6
2000s,두근거리다,ko_adj,ko,7
2000s,느닷없다,ko_adj,ko,2
2000s,비리다,ko_adj,ko,1
2000s,기막히다,ko_adj,ko,8
2000s,비겁하다,ko_adj,ko,9
2000s,더럽다,ko_adj,ko,8
2000s,어지럽다,ko_adj,ko,3
2000s,소심하다,ko_adj,ko,4
2000s,예민하다,ko_adj,ko,1
2000s,동그랗다,ko_adj,ko,2
2000s,근사하다,ko_adj,ko,4
2000s,심각하다,ko_adj,ko,5
2000s,자그마하다,ko_adj,ko,1
2000s,아리다,ko_adj,ko,2
2000s,마땅하다,ko_adj,ko,2
2000s,짜증나다,ko_adj,ko,17
2000s,어느덧다,ko_adj,ko,9
2000s,부지런하다,ko_adj,ko,2
2000s,걱정스럽다,ko_adj,ko,3
2000s,서럽다,ko_adj,ko,13
2000s,얕다,ko_adj,ko,5
2000s,날카롭다,ko_adj,ko,11
2000s,창피하다,ko_adj,ko,4
2000s,애절하다,ko_adj,ko,1
2000s,조그마하다,ko_adj,ko,2
2000s,섬세하다,ko_adj,ko,2
2000s,무의미하다,ko_adj,ko,2
2000s,재미없다,ko_adj,ko,6
2000s,시원하다,ko_adj,ko,17
2000s,흥겹다,ko_adj,ko,4
2000s,확실하다,ko_adj,ko,5
2000s,만만하다,ko_adj,ko,21
2000s,무겁다,ko_adj,ko,10
2000s,만족하다,ko_adj,ko,7
2000s,쓸데없다,ko_adj,ko,1
2000s,진실하다,ko_adj,ko,10
2000s,가능하다,ko_adj,ko,2
2000s,유명하다,ko_adj,ko,3
2000s,비싸다,ko_adj,ko,2
2000s,덤덤하다,ko_adj,ko,1
2000s,창백하다,ko_adj,ko,1
2000s,하찮다,ko_adj,ko,2
2000s,평범하다,ko_adj,ko,5
2000s,앙상하다,ko_adj,ko,3
2000s,무뚝뚝하다,ko_adj,ko,4
2000s,지루하다,ko_adj,ko,21
2000s,뿌옇다,ko_adj,ko,2
2000s,따갑다,ko_adj,ko,4
2000s,희다,ko_adj,ko,15
2000s,청순하다,ko_adj,ko,1
2000s,좁다,ko_adj,ko,14
2000s,적당하다,ko_adj,ko,5
2000s,조급하다,ko_adj,ko,3
2000s,신비롭다,ko_adj,ko,2
2000s,무관심하다,ko_adj,ko,4
2000s,당연하다,ko_adj,ko,5
2000s,재밌다,ko_adj,ko,4
2000s,정신차리다,ko_adj,ko,1
2000s,애처롭다,ko_adj,ko,2
2000s,차분하다,ko_adj,ko,5
2000s,침착하다,ko_adj,ko,4
2000s,칠하다,ko_adj,ko,6
2000s,둥글다,ko_adj,ko,7
2000s,화끈하다,ko_adj,ko,3
2000s,열광하다,ko_adj,ko,2
2000s,무덥다,ko_adj,ko,6
2000s,처참하다,ko_adj,ko,2
2000s,못지않다,ko_adj,ko,1
2000s,곤란하다,ko_adj,ko,2
2000s,부러워하다,ko_adj,ko,2
2000s,순진하다,ko_adj,ko,2
2000s,촌스럽다,ko_adj,ko,7
2000s,막막하다,ko_adj,ko,2
2000s,어떠하다,ko_adj,ko,4
2000s,개운하다,ko_adj,ko,1
2000s,쓰라리다,ko_adj,ko,3
2000s,얼큰하다,ko_adj,ko,1
2000s,납작하다,ko_adj,ko,1
2000s,끈질기다,ko_adj,ko,1
2000s,구차하다,ko_adj,ko,2
2000s,회복하다,ko_adj,ko,1
2000s,순전하다,ko_adj,ko,1
2000s,불행하다,ko_adj,ko,12
2000s,어이없다,ko_adj,ko,1
2000s,시건방지다,ko_adj,ko,1
2000s,다양하다,ko_adj,ko,1
2000s,쎄다,ko_adj,ko,3
2000s,역겹다,ko_adj,ko,7
2000s,사뿐하다,ko_adj,ko,3
2000s,귀하다,ko_adj,ko,3
2000s,꼬이다,ko_adj,ko,3
2000s,나지막하다,ko_adj,ko,2
2000s,파랗다,ko_adj,ko,2
2000s,빨르다,ko_adj,ko,3
2000s,피곤하다,ko_adj,ko,5
2000s,오붓하다,ko_adj,ko,1
2000s,힘없다,ko_adj,ko,4
2000s,흉하다,ko_adj,ko,1
2000s,나약하다,ko_adj,ko,5
2000s,낡다,ko_adj,ko,6
2000s,싸늘하다,ko_adj,ko,6
2000s,허약하다,ko_adj,ko,1
2000s,같잖다,ko_adj,ko,6
2000s,애달프다,ko_adj,ko,1
2000s,죄송하다,ko_adj,ko,2
2000s,새침하다,ko_adj,ko,3
2000s,푸근하다,ko_adj,ko,1
2000s,나른하다,ko_adj,ko,3
2000s,심난하다,ko_adj,ko,4
2000s,대담하다,ko_adj,ko,1
2000s,멍하다,ko_adj,ko,5
2000s,식상하다,ko_adj,ko,4
2000s,진부하다,ko_adj,ko,2
2000s,박식하다,ko_adj,ko,1
2000s,단단하다,ko_adj,ko,4
2000s,단순하다,ko_adj,ko,2
2000s,재수없다,ko_adj,ko,1
2000s,시기하다,ko_adj,ko,2
2000s,속절없다,ko_adj,ko,1
2000s,선하다,ko_adj,ko,5
2000s,강렬하다,ko_adj,ko,5
2000s,나란하다,ko_adj,ko,5
2000s,맛있다,ko_adj,ko,13
2000s,갑갑하다,ko_adj,ko,2
2000s,캄캄하다,ko_adj,ko,7
2000s,착잡하다,ko_adj,ko,1
2000s,느슨하다,ko_adj,ko,1
2000s,푸르다,ko_adj,ko,2
2000s,곰곰하다,ko_adj,ko,1
2000s,실패하다,ko_adj,ko,4
2000s,한가하다,ko_adj,ko,1
2000s,삐지다,ko_adj,ko,4
2000s,성공하다,ko_adj,ko,1
2000s,늠름하다,ko_adj,ko,1
2000s,험난하다,ko_adj,ko,1
2000s,게으르다,ko_adj,ko,2
2000s,어른스럽다,ko_adj,ko,1
2000s,비굴하다,ko_adj,ko,3
2000s,안녕하다,ko_adj,ko,3
2000s,경솔하다,ko_adj,ko,1
2000s,짙다,ko_adj,ko,5
2000s,별다르다,ko_adj,ko,1
2000s,깜찍하다,ko_adj,ko,2
2000s,넉넉하다,ko_adj,ko,1
2000s,아담하다,ko_adj,ko,1
2000s,평온하다,ko_adj,ko,1
2000s,시끄럽다,ko_adj,ko,4
2000s,애틋하다,ko_adj,ko,3
2000s,춥다,ko_adj,ko,1
2000s,울적하다,ko_adj,ko,3
2000s,원치않다,ko_adj,ko,1
2000s,어여쁘다,ko_adj,ko,1
2000s,가녀리다,ko_adj,ko,1
2000s,가늘다,ko_adj,ko,1
2000s,관대하다,ko_adj,ko,1
2000s,가련하다,ko_adj,ko,1
2000s,놀랍다,ko_adj,ko,2
2000s,자연스럽다,ko_adj,ko,2
2000s,싱그럽다,ko_adj,ko,1
2000s,얇다,ko_adj,ko,1
2000s,왜소하다,ko_adj,ko,1
2000s,화사하다,ko_adj,ko,2
2000s,꾸불꾸불하다,ko_adj,ko,1
2000s,상쾌하다,ko_adj,ko,1
2000s,야릇하다,ko_adj,ko,5
2000s,섹시하다,ko_adj,ko,4
2000s,산뜻하다,ko_adj,ko,2
2000s,쓸모없다,ko_adj,ko,1
2000s,든든하다,ko_adj,ko,2
2000s,머나멀다,ko_adj,ko,5
2000s,헐겁다,ko_adj,ko,1
2000s,정확하다,ko_adj,ko,1
2000s,간단하다,ko_adj,ko,3
2000s,엷다,ko_adj,ko,1
2000s,비상하다,ko_adj,ko,2
2000s,엉뚱하다,ko_adj,ko,2
2000s,알딸딸하다,ko_adj,ko,1
2000s,쌀쌀하다,ko_adj,ko,2
2000s,부탁드리다,ko_adj,ko,1
2000s,거룩하다,ko_adj,ko,2
2000s,고귀하다,ko_adj,ko,2
2000s,한결같다,ko_adj,ko,3
2000s,인색하다,ko_adj,ko,1
2000s,성급하다,ko_adj,ko,1
2000s,두껍다,ko_adj,ko,2
2000s,억세다,ko_adj,ko,2
2000s,유머러스하다,ko_adj,ko,1
2000s,신기하다,ko_adj,ko,2
2000s,뽀얗다,ko_adj,ko,1
2000s,까칠하다,ko_adj,ko,2
2000s,시큰하다,ko_adj,ko,1
2000s,소복하다,ko_adj,ko,1
2000s,무지하다,ko_adj,ko,1
2000s,징징거리다,ko_adj,ko,1
2000s,홀가분하다,ko_adj,ko,2
2000s,통통하다,ko_adj,ko,1
2000s,사납다,ko_adj,ko,1
2000s,센치하다,ko_adj,ko,1
2000s,시퍼렇다,ko_adj,ko,1
2000s,현명하다,ko_adj,ko,1
2000s,부다,ko_adj,ko,3
2000s,무정하다,ko_adj,ko,1
2000s,수상하다,ko_adj,ko,2
2000s,자세하다,ko_adj,ko,1
2000s,촉촉하다,ko_adj,ko,1
2000s,비밀스럽다,ko_adj,ko,1
2000s,버겁다,ko_adj,ko,1
2000s,막연하다,ko_adj,ko,1
2000s,배부르다,ko_adj,ko,1
2000s,작작하다,ko_adj,ko,1
2000s,비열하다,ko_adj,ko,1
2000s,만연하다,ko_adj,ko,1
2000s,떳떳하다,ko_adj,ko,2
2000s,어질다,ko_adj,ko,1
2000s,꿋꿋하다,ko_adj,ko,4
2000s,특이하다,ko_adj,ko,1
2000s,한적하다,ko_adj,ko,2
2000s,맵다,ko_adj,ko,1
2000s,심심하다,ko_adj,ko,1
2000s,자욱하다,ko_adj,ko,1
2000s,차디차다,ko_adj,ko,5
2000s,깐깐하다,ko_adj,ko,3
2000s,풋풋하다,ko_adj,ko,1
2000s,망하다,ko_adj,ko,1
2000s,황홀하다,ko_adj,ko,3
2000s,무안하다,ko_adj,ko,1
2000s,어질어질하다,ko_adj,ko,1
2000s,뿌듯하다,ko_adj,ko,1
2000s,진실되다,ko_adj,ko,2
2000s,장난스럽다,ko_adj,ko,1
2000s,틀림없다,ko_adj,ko,1
2000s,철저하다,ko_adj,ko,1
2000s,위대하다,ko_adj,ko,1
2000s,도톰하다,ko_adj,ko,1
2000s,날씬하다,ko_adj,ko,1
2000s,유효하다,ko_adj,ko,2
2000s,새까맣다,ko_adj,ko,5
2000s,요란하다,ko_adj,ko,1
2000s,번거롭다,ko_adj,ko,1
2000s,왠만하다,ko_adj,ko,1
2000s,무식하다,ko_adj,ko,1
2000s,매정하다,ko_adj,ko,2
2000s,까마득하다,ko_adj,ko,1
2000s,깔끔하다,ko_adj,ko,2
2000s,단정하다,ko_adj,ko,1
2000s,거만하다,ko_adj,ko,1
2000s,후끈하다,ko_adj,ko,1
2000s,시시하다,ko_adj,ko,1
2000s,시커멓다,ko_adj,ko,1
2000s,도도하다,ko_adj,ko,3
2000s,색다르다,ko_adj,ko,3
2000s,상실하다,ko_adj,ko,1
2000s,남부럽다,ko_adj,ko,1
2000s,설치다,ko_adj,ko,1
2000s,무능력하다,ko_adj,ko,1
2000s,잘록하다,ko_adj,ko,1
2000s,미끈하다,ko_adj,ko,1
2000s,짜릿짜릿하다,ko_adj,ko,6
2000s,생생하다,ko_adj,ko,3
2000s,초췌하다,ko_adj,ko,1
2000s,순하다,ko_adj,ko,1
2000s,까다롭다,ko_adj,ko,1
2000s,지긋지긋하다,ko_adj,ko,1
2000s,엄청나다,ko_adj,ko,1
2000s,꼼꼼하다,ko_adj,ko,1
2000s,황당하다,ko_adj,ko,1
2000s,억울하다,ko_adj,ko,1
2000s,서글서글하다,ko_adj,ko,1
2000s,예쁘장하다,ko_adj,ko,3
2000s,아늑하다,ko_adj,ko,1
2000s,적절하다,ko_adj,ko,1
2000s,웬만하다,ko_adj,ko,1
2000s,똑똑하다,ko_adj,ko,1
2000s,bounce,en_nouns,en,70
2000s,baby,en_nouns,en,415
2000s,world,en_nouns,en,21
2000s,one,en_nouns,en,27
2000s,way,en_nouns,en,54
2000s,sky,en_nouns,en,18
2000s,tv,en_nouns,en,6
2000s,day,en_nouns,en,99
2000s,love,en_nouns,en,339
2000s,stilllove,en_nouns,en,4
2000s,goodbye,en_nouns,en,23
2000s,lie,en_nouns,en,41
2000s,trust,en_nouns,en,5
2000s,warmth,en_nouns,en,3
2000s,please,en_nouns,en,29
2000s,cuz,en_nouns,en,13
2000s,faith,en_nouns,en,6
2000s,forever,en_nouns,en,24
2000s,life,en_nouns,en,111
2000s,thangth,en_nouns,en,1
2000s,brain,en_nouns,en,2
2000s,time,en_nouns,en,125
2000s,god,en_nouns,en,5
2000s,summer,en_nouns,en,39
2000s,babe,en_nouns,en,9
2000s,everything,en_nouns,en,43
2000s,heart,en_nouns,en,107
2000s,girl,en_nouns,en,134
2000s,lover,en_nouns,en,23
2000s,cyber,en_nouns,en,3
2000s,doc,en_nouns,en,3
2000s,dj,en_nouns,en,6
2000s,music,en_nouns,en,42
2000s,youth,en_nouns,en,6
2000s,truth,en_nouns,en,4
2000s,juice,en_nouns,en,3
2000s,blue,en_nouns,en,2
2000s,annie,en_nouns,en,4
2000s,crazy,en_nouns,en,16
2000s,satisfaction,en_nouns,en,3
2000s,live,en_nouns,en,2
2000s,wont,en_nouns,en,5
2000s,woman,en_nouns,en,8
2000s,word,en_nouns,en,10
2000s,tonight,en_nouns,en,43
2000s,something,en_nouns,en,14
2000s,night,en_nouns,en,78
2000s,friday,en_nouns,en,4
2000s,k,en_nouns,en,4
2000s,g,en_nouns,en,8
2000s,itll,en_nouns,en,1
2000s,pump,en_nouns,en,2
2000s,everybody,en_nouns,en,66
2000s,ho,en_nouns,en,33
2000s,dance,en_nouns,en,67
2000s,stage,en_nouns,en,1
2000s,ye,en_nouns,en,23
2000s,chan,en_nouns,en,21
2000s,knock,en_nouns,en,36
2000s,pop,en_nouns,en,66
2000s,enemy,en_nouns,en,1
2000s,x,en_nouns,en,15
2000s,ill,en_nouns,en,20
2000s,peace,en_nouns,en,6
2000s,b,en_nouns,en,16
2000s,network,en_nouns,en,4
2000s,id,en_nouns,en,4
2000s,connecting,en_nouns,en,4
2000s,neverland,en_nouns,en,1
2000s,nothing,en_nouns,en,10
2000s,tear,en_nouns,en,11
2000s,side,en_nouns,en,23
2000s,shes,en_nouns,en,8
2000s,darlin,en_nouns,en,3
2000s,ice,en_nouns,en,5
2000s,ear,en_nouns,en,1
2000s,wrist,en_nouns,en,1
2000s,neck,en_nouns,en,2
2000s,ring,en_nouns,en,3
2000s,step,en_nouns,en,11
2000s,car,en_nouns,en,1
2000s,type,en_nouns,en,2
2000s,pearl,en_nouns,en,1
2000s,jewel,en_nouns,en,1
2000s,look,en_nouns,en,4
2000s,pill,en_nouns,en,1
2000s,bill,en_nouns,en,2
2000s,pas,en_nouns,en,2
2000s,home,en_nouns,en,7
2000s,boy,en_nouns,en,114
2000s,come,en_nouns,en,61
2000s,carlos,en_nouns,en,1
2000s,rock,en_nouns,en,34
2000s,p,en_nouns,en,13
2000s,john,en_nouns,en,1
2000s,cool,en_nouns,en,7
2000s,boom,en_nouns,en,40
2000s,bap,en_nouns,en,4
2000s,rap,en_nouns,en,9
2000s,lon,en_nouns,en,3
2000s,shot,en_nouns,en,30
2000s,game,en_nouns,en,7
2000s,tight,en_nouns,en,1
2000s,microphone,en_nouns,en,17
2000s,nihon,en_nouns,en,1
2000s,team,en_nouns,en,2
2000s,dope,en_nouns,en,2
2000s,boyz,en_nouns,en,1
2000s,toc,en_nouns,en,25
2000s,dbg,en_nouns,en,1
2000s,blow,en_nouns,en,5
2000s,tree,en_nouns,en,2
2000s,right,en_nouns,en,10
2000s,people,en_nouns,en,11
2000s,house,en_nouns,en,4
2000s,reason,en_nouns,en,5
2000s,comin,en_nouns,en,3
2000s,end,en_nouns,en,25
2000s,foever,en_nouns,en,1
2000s,bye,en_nouns,en,141
2000s,l,en_nouns,en,30
2000s,ask,en_nouns,en,1
2000s,stop,en_nouns,en,39
2000s,mind,en_nouns,en,32
2000s,feel,en_nouns,en,37
2000s,youre,en_nouns,en,86
2000s,dark,en_nouns,en,1
2000s,he,en_nouns,en,2
2000s,drama,en_nouns,en,1
2000s,drunken,en_nouns,en,1
2000s,table,en_nouns,en,1
2000s,wah,en_nouns,en,1
2000s,straight,en_nouns,en,1
2000s,toi,en_nouns,en,1
2000s,moi,en_nouns,en,1
2000s,eternellement,en_nouns,en,1
2000s,hi,en_nouns,en,31
2000s,tihs,en_nouns,en,2
2000s,yall,en_nouns,en,23
2000s,money,en_nouns,en,33
2000s,show,en_nouns,en,13
2000s,champion,en_nouns,en,8
2000s,check,en_nouns,en,2
2000s,ayo,en_nouns,en,17
2000s,timberland,en_nouns,en,1
2000s,boot,en_nouns,en,1
2000s,git,en_nouns,en,2
2000s,ha,en_nouns,en,34
2000s,cmon,en_nouns,en,16
2000s,hiphop,en_nouns,en,5
2000s,hip,en_nouns,en,3
2000s,hop,en_nouns,en,2
2000s,jumpo,en_nouns,en,12
2000s,mambo,en_nouns,en,8
2000s,shakarinarina,en_nouns,en,4
2000s,hold,en_nouns,en,5
2000s,pumpin,en_nouns,en,5
2000s,selt,en_nouns,en,4
2000s,lovin,en_nouns,en,5
2000s,club,en_nouns,en,24
2000s,groove,en_nouns,en,5
2000s,keep,en_nouns,en,8
2000s,week,en_nouns,en,2
2000s,beat,en_nouns,en,11
2000s,heat,en_nouns,en,1
2000s,lf,en_nouns,en,1
2000s,seat,en_nouns,en,2
2000s,take,en_nouns,en,3
2000s,party,en_nouns,en,26
2000s,sit,en_nouns,en,1
2000s,techno,en_nouns,en,1
2000s,sound,en_nouns,en,6
2000s,future,en_nouns,en,5
2000s,wax,en_nouns,en,3
2000s,huh,en_nouns,en,10
2000s,kiss,en_nouns,en,12
2000s,honey,en_nouns,en,49
2000s,license,en_nouns,en,2
2000s,plate,en_nouns,en,3
2000s,turn,en_nouns,en,12
2000s,goal,en_nouns,en,1
2000s,ready,en_nouns,en,5
2000s,highway,en_nouns,en,1
2000s,someone,en_nouns,en,3
2000s,degree,en_nouns,en,1
2000s,dawg,en_nouns,en,2
2000s,spot,en_nouns,en,2
2000s,shawdae,en_nouns,en,1
2000s,window,en_nouns,en,1
2000s,hotbox,en_nouns,en,1
2000s,thats,en_nouns,en,15
2000s,recipe,en_nouns,en,1
2000s,tank,en_nouns,en,1
2000s,singing,en_nouns,en,3
2000s,bottle,en_nouns,en,1
2000s,body,en_nouns,en,38
2000s,curve,en_nouns,en,1
2000s,wanta,en_nouns,en,1
2000s,bang,en_nouns,en,22
2000s,getppasa,en_nouns,en,1
2000s,mistake,en_nouns,en,1
2000s,rice,en_nouns,en,1
2000s,cake,en_nouns,en,2
2000s,lot,en_nouns,en,1
2000s,pm,en_nouns,en,2
2000s,th,en_nouns,en,1
2000s,kid,en_nouns,en,1
2000s,cause,en_nouns,en,32
2000s,chance,en_nouns,en,7
2000s,hurt,en_nouns,en,4
2000s,thousand,en_nouns,en,2
2000s,happiness,en_nouns,en,3
2000s,wow,en_nouns,en,7
2000s,cancoon,en_nouns,en,1
2000s,sweety,en_nouns,en,3
2000s,feeling,en_nouns,en,8
2000s,breath,en_nouns,en,1
2000s,cry,en_nouns,en,46
2000s,flow,en_nouns,en,3
2000s,equalizer,en_nouns,en,1
2000s,yoyoyoyo,en_nouns,en,1
2000s,makin,en_nouns,en,1
2000s,king,en_nouns,en,1
2000s,mekes,en_nouns,en,1
2000s,soul,en_nouns,en,20
2000s,mate,en_nouns,en,1
2000s,light,en_nouns,en,8
2000s,move,en_nouns,en,22
2000s,fly,en_nouns,en,40
2000s,sic,en_nouns,en,1
2000s,break,en_nouns,en,23
2000s,strategy,en_nouns,en,1
2000s,co,en_nouns,en,1
2000s,get,en_nouns,en,10
2000s,hit,en_nouns,en,8
2000s,back,en_nouns,en,20
2000s,plz,en_nouns,en,3
2000s,let,en_nouns,en,94
2000s,guy,en_nouns,en,6
2000s,learn,en_nouns,en,2
2000s,stay,en_nouns,en,14
2000s,pray,en_nouns,en,7
2000s,doo,en_nouns,en,1
2000s,eye,en_nouns,en,16
2000s,dream,en_nouns,en,33
2000s,bravo,en_nouns,en,20
2000s,moon,en_nouns,en,5
2000s,sea,en_nouns,en,5
2000s,bottom,en_nouns,en,2
2000s,sunshine,en_nouns,en,10
2000s,paradise,en_nouns,en,4
2000s,harder,en_nouns,en,1
2000s,knowledge,en_nouns,en,1
2000s,self,en_nouns,en,1
2000s,pain,en_nouns,en,18
2000s,memory,en_nouns,en,15
2000s,hate,en_nouns,en,3
2000s,price,en_nouns,en,3
2000s,hope,en_nouns,en,4
2000s,reunite,en_nouns,en,2
2000s,song,en_nouns,en,26
2000s,mine,en_nouns,en,6
2000s,pipe,en_nouns,en,1
2000s,risin,en_nouns,en,1
2000s,figure,en_nouns,en,1
2000s,hand,en_nouns,en,11
2000s,track,en_nouns,en,6
2000s,kitty,en_nouns,en,1
2000s,sun,en_nouns,en,9
2000s,fan,en_nouns,en,7
2000s,mad,en_nouns,en,4
2000s,prayer,en_nouns,en,2
2000s,shining,en_nouns,en,5
2000s,someday,en_nouns,en,1
2000s,fall,en_nouns,en,13
2000s,name,en_nouns,en,17
2000s,gogo,en_nouns,en,1
2000s,town,en_nouns,en,4
2000s,hoo,en_nouns,en,2
2000s,milk,en_nouns,en,1
2000s,huhu,en_nouns,en,1
2000s,blackbeat,en_nouns,en,1
2000s,asta,en_nouns,en,1
